genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Folk,Band of Horses,The Funeral - Excision Remix,39npZ2mx3dWuNdGRg9PBm0,45,0.0299,0.403,292339.0,0.505,0.000547,D#,0.0848,-5.361,Major,0.0289,128.23,4/4,0.0938
Hip-Hop,DaBaby,Best Friend (feat. Rich The Kid),2gjPbUsttk6GqJOUAh9WzN,57,0.104,0.87,186867.0,0.606,0.0,C#,0.155,-6.713,Major,0.147,150.154,3/4,0.605
Children’s Music,Sugar Ray,When It's Over - David Kahne Main,5ZsPy9wHH733NlU6c4v2Hi,53,0.0387,0.675,217853.0,0.775,0.0,E,0.383,-5.772,Major,0.0522,99.945,4/4,0.933
Classical,Eric Whitacre,The Star-Spangled Banner,6fueD6FT9Ty0tEQDRh5HAA,35,0.993,0.134,150507.0,0.169,0.00194,C,0.0652,-15.944,Major,0.0371,78.19,4/4,0.0667
Pop,Harvey Danger,Flagpole Sitta,7cz70nyRXlCJOE85whEkgU,63,0.00184,0.351,217267.0,0.899,0.000116,G,0.284,-4.119,Major,0.0432,145.015,4/4,0.508
Soundtrack,Anne Dudley,Working the Quillet,4sMai57Xg5e2xhvbMEKScH,33,0.541,0.172,152267.0,0.272,0.868,D,0.123,-12.126,Minor,0.0318,104.844,3/4,0.0344
Classical,Camille Saint-Saëns,"Le Carnaval des Animaux, R. 125: 13. Le Cygne",5Aa3InQJHLUtSvTDtXXMsW,36,0.992,0.167,165307.0,0.0212,0.902,G,0.0711,-31.693,Major,0.0437,130.396,4/4,0.0418
Classical,Howard Shore,Foundations of Stone,4BryltvSec6pZp0cEhjM9E,45,0.655,0.0844,231960.0,0.321,0.842,E,0.0507,-15.027,Minor,0.0548,81.563,4/4,0.0696
R&B,Ciara,"Paint It, Black",2VP6E3tkWSbD2uHBioBDLp,56,0.189,0.626,234147.0,0.615,1.2e-05,G#,0.127,-7.667,Major,0.0898,123.048,4/4,0.0795
Reggaeton,Mauricio & PalodeAgua,Por Si No Te Vuelvo A Ver,1AO5KjX31TtiFzOapWqWYI,36,0.199,0.641,221987.0,0.833,0.0,E,0.119,-5.747,Major,0.111,196.01,4/4,0.82
Anime,otetsu,かげ,3kiiJ6jRIxpW8pBH8E4K6A,11,0.00626,0.549,248640.0,0.939,0.0,B,0.213,-3.111,Minor,0.0633,125.036,4/4,0.292
R&B,Janine,Unstable,6MP3aVBbupdW7EXKyEipVh,43,0.252,0.587,230748.0,0.589,0.0,G#,0.107,-5.598,Major,0.0476,114.97,4/4,0.146
Indie,Dawes,Things Happen,2SYvX2G6D5SD6BpijIOBpG,65,0.387,0.522,243320.0,0.531,0.0,G,0.202,-7.78,Major,0.0293,79.252,4/4,0.761
R&B,Jungle,Give Over,6D1Yl6NEp9SSGWKBCFTlZX,52,0.68,0.553,213394.0,0.387,0.053,C#,0.0992,-8.673,Major,0.0342,137.983,4/4,0.148
Soundtrack,Hans Zimmer,"Calypso - From ""Pirates of the Caribbean: At World's End""/Score",5y8sg2LGlU95WzcIcVLQJ0,34,0.752,0.128,182840.0,0.202,0.928,A#,0.166,-17.386,Major,0.0428,86.208,3/4,0.0362
Pop,Sheryl Crow,All I Wanna Do,3ZpQiJ78LKINrW9SQTgbXd,66,0.113,0.836,272107.0,0.533,0.0105,A,0.296,-11.263,Major,0.0332,120.08,4/4,0.957
Classical,Nobuo Uematsu,Liberi Fatali (Final Fantasy VIII),6ietSw6t2wYPuxStaSsGh5,44,0.888,0.37,195360.0,0.471,0.003,A#,0.103,-10.544,Major,0.0371,146.322,4/4,0.373
Rap,Britney Spears,Womanizer,4fixebDZAVToLbUCuEloa2,75,0.073,0.724,224400.0,0.695,0.0,B,0.0889,-5.226,Major,0.0622,139.0,4/4,0.235
Children’s Music,Smile Empty Soul,False Alarm,4Th8cKZu3Cv86XkVy0MvEC,51,0.0339,0.45,201267.0,0.733,2e-06,F,0.143,-5.375,Minor,0.0292,146.936,4/4,0.394
Anime,Susumu Hirasawa,Welcome to the Circus,4pTY9PjWVLGMWqpAW1dH9T,9,0.00495,0.574,58720.0,0.554,0.00347,F,0.0956,-9.578,Major,0.0436,120.021,4/4,0.0349
Reggae,The Holdup,All the Way Down,5lMB7oIEH7qYY0Ygv85VfH,21,0.558,0.563,206000.0,0.916,0.0,C#,0.631,-6.153,Minor,0.0475,149.998,4/4,0.662
Rap,Big Scoob,Bi**h Please,4HMOs799K50qO1x9luOtwF,51,0.0358,0.831,198053.0,0.619,0.0,A#,0.0688,-7.163,Minor,0.325,94.068,4/4,0.389
Reggae,Bob Marley & The Wailers,"Guiltiness - Live At Rainbow Theatre, London / 1977",32P3GdrfVsmgptr5qkhBnZ,39,0.605,0.81,443520.0,0.603,0.00202,A,0.699,-7.184,Minor,0.0361,123.133,4/4,0.882
Blues,Bessie Smith,Gimme a Pigfoot and a Bottle of Beer,6N1wS1e5bMOubmVtkDLNrt,24,0.971,0.691,208827.0,0.198,0.00888,G,0.154,-11.164,Minor,0.0784,103.901,4/4,0.558
Children’s Music,ELHAE,Still Mine (feat. Wale),7tXg04VkD12vYu3eT7xuNc,50,0.337,0.568,271513.0,0.501,0.0,C#,0.105,-11.034,Minor,0.199,104.148,4/4,0.281
R&B,Jhene Aiko,To Love & Die,7Bn0QbIRWAsowGHSrD5DuJ,44,0.0192,0.548,203453.0,0.475,1.69e-06,G#,0.109,-7.295,Major,0.0531,154.203,4/4,0.119
Children's Music,Children Songs Company,I Can Sing a Rainbow,31ld5ZzpjCvSyaUMSCMUWX,0,0.802,0.713,192787.0,0.696,0.0,C,0.082,-4.905,Major,0.0295,99.025,4/4,0.345
Alternative,Caloncho,Palmar,1INtYY3PE2RP7NrhHOsBaz,62,0.795,0.859,193626.0,0.495,0.193,G,0.272,-8.935,Major,0.0388,134.012,4/4,0.765
Indie,Eddy Kim,You are so beautiful,2nJDePK69THatYkjkjQFE8,57,0.721,0.491,195334.0,0.553,0.0,C,0.113,-5.65,Major,0.142,151.736,3/4,0.519
Movie,Olivier Constantin,Venimus adorare eum (Köln 2005),3qQRsPpQrMD7gzsSTudSMN,11,0.766,0.591,254093.0,0.46,0.0,D,0.11,-7.921,Major,0.025,84.216,4/4,0.647
Comedy,Todd Barry,New Wilco Album,4So4XZqP26abFAvZIuYn5H,17,0.668,0.593,37827.0,0.429,0.0,G#,0.168,-23.109,Major,0.85,118.24,5/4,0.301
Reggaeton,Carlitos Rossy,Las Instrucciones,2gTWtBADWjOJjnaobLvWlC,36,0.78,0.812,269453.0,0.715,0.0,A,0.336,-6.348,Major,0.0672,113.919,4/4,0.532
Children’s Music,The 1975,Somebody Else - Alt Edit,4fnctse2eIRf7dvOhIGO4P,46,0.139,0.656,241973.0,0.832,0.000243,C,0.135,-5.228,Major,0.0732,101.022,4/4,0.581
Comedy,Monty Python,The Wise Men At The Manger - Life Of Brian / Soundtrack Version,19N5I1Q0cxeU66UX12TMIB,16,0.982,0.723,89267.0,0.177,2.45e-06,G#,0.288,-15.319,Major,0.913,118.472,4/4,0.552
Opera,Giuseppe Verdi,"Rigoletto: ""La donna é movile""",18z7xLXmCgeHp9SjCR8Iau,9,0.967,0.459,146987.0,0.0579,0.0,F#,0.0924,-17.68,Major,0.0348,66.889,4/4,0.388
Children's Music,Mogul Music Inc.,For He's a Jolly Good Fellow,17iZPyAANDj7EjR5L3d4eu,6,0.084,0.834,103367.0,0.504,0.0011,G,0.0448,-12.963,Major,0.0408,120.059,4/4,0.83
Ska,Street Dogs,Common People,4Ls0AdLmPNkCAA4Z8ShFml,28,0.0323,0.349,247400.0,0.99,0.0,F,0.495,-2.117,Major,0.156,166.001,4/4,0.366
Alternative,Disturbed,In Another Time,7oBbn0yFlspuZrNP8Mi0yX,54,0.000112,0.419,251000.0,0.971,9.7e-06,D,0.0585,-2.722,Major,0.125,179.992,4/4,0.565
Jazz,Snarky Puppy,Kite,1E6pdinDbZv57XLxOWFkH7,40,0.778,0.59,372093.0,0.493,0.814,C,0.703,-11.444,Major,0.0433,125.963,4/4,0.108
Pop,City Girls,Take Yo Man,5aOpKCKguEnViGOKZxZern,65,0.00143,0.773,176308.0,0.788,0.0,D,0.584,-2.801,Major,0.0719,98.022,4/4,0.605
Classical,Howard Shore,Flight to the Ford,3oZKVe0QVMArW3QgaER8rs,49,0.918,0.158,254933.0,0.08,0.954,C,0.081,-17.931,Major,0.0441,108.629,3/4,0.0427
Children’s Music,Janelle Monáe,Take A Byte,5Fw17rh1qEC6YoT32BijNI,56,0.00545,0.714,247253.0,0.558,5.17e-05,G,0.319,-7.767,Major,0.0267,103.0,4/4,0.237
Classical,Frédéric Chopin,"Polonaise No. 3 in A Major, Op. 40, No. 1, ""Military""",05AGciramtTu1fkOF12Ybe,42,0.983,0.378,362027.0,0.147,0.847,A,0.101,-20.691,Major,0.033,71.316,3/4,0.151
Folk,The Velvet Underground,After Hours,1KV5oVge9iqh92lxzyaznQ,43,0.793,0.602,127453.0,0.152,0.0,F,0.164,-21.019,Major,0.148,121.255,4/4,0.485
Pop,Brandon Lay,"Speakers, Bleachers And Preachers",5TMVx89wRJaep6rI111aqp,64,0.321,0.603,192920.0,0.604,0.0,F#,0.166,-6.593,Major,0.0273,96.07,4/4,0.641
Pop,Lil Uzi Vert,Money Longer,0B8QzDH7YWih85V5SEMnyJ,78,0.0541,0.795,198944.0,0.568,0.0,F,0.108,-7.817,Minor,0.142,136.173,4/4,0.478
Movie,Randy Newman,"Infinity and Beyond - From ""Toy Story""/Score",4rm1U6PBUaGs2nZztwckzf,33,0.852,0.205,189173.0,0.159,0.321,F,0.201,-14.824,Major,0.0335,159.722,4/4,0.161
R&B,Erykah Badu,Danger,4dfvajW0PS2LG2kHFig8vy,43,0.0205,0.789,349000.0,0.535,1.92e-05,B,0.117,-10.699,Major,0.472,89.015,4/4,0.467
Children’s Music,Black Veil Brides,Wake Up,3WnrxWNTHDGyCVCwfMJPtR,59,0.00401,0.558,162093.0,0.946,3.4e-06,C,0.395,-3.569,Minor,0.122,126.933,4/4,0.576
Dance,Jonas Brothers,Australia,0E0vzhodyjbgfUAjezO7HD,50,0.00231,0.496,213013.0,0.892,0.0,G,0.0849,-3.503,Major,0.0768,162.037,4/4,0.463
Soundtrack,John Barry,Two Socks at Play,3rG0mZwLFtWBas7mcxO90B,35,0.86,0.0823,119507.0,0.0507,0.918,D,0.1,-26.287,Major,0.043,170.402,3/4,0.0575
Electronic,Satori,Shoeless,1L15BE8KPfkzfCAtIleIyY,34,0.264,0.541,306455.0,0.381,0.373,E,0.115,-15.517,Minor,0.0361,111.992,4/4,0.0351
Anime,OxT,Yume no Hero - Oxt Ver,6Xw4wGQmZPeRzCq6ME0BFN,25,0.0296,0.502,217880.0,0.961,0.000381,D#,0.107,-5.302,Minor,0.084,140.015,4/4,0.624
Jazz,Shilts,Say Something,1rLELrN8JJP0BxYFCTKdJs,36,0.624,0.729,248733.0,0.651,0.254,D#,0.32,-5.69,Major,0.0557,85.999,4/4,0.687
Children's Music,Enzo Garcia,Daisy Bell,7bCzOyDV3tL7y8jqatjUbh,0,0.874,0.582,140560.0,0.154,0.000266,D#,0.0888,-11.99,Major,0.0464,163.946,3/4,0.617
Folk,Yeah Yeah Yeahs,Maps,0hDQV9X1Da5JrwhK8gu86p,66,0.000413,0.502,219987.0,0.94,0.542,G,0.553,-5.178,Major,0.084,119.762,4/4,0.144
Jazz,Paul Hardcastle,Soft Rain,4icSABDj3IsHpm1XLCFi5E,27,0.708,0.514,343059.0,0.661,0.935,E,0.103,-12.492,Minor,0.0335,169.959,4/4,0.573
Comedy,Margaret Cho,Martha/Arnold,6thh4DFzINwwCGfo0rsFWz,17,0.758,0.517,279360.0,0.904,0.0,E,0.714,-11.059,Major,0.936,81.525,4/4,0.0568
Comedy,Bobcat Goldthwait,Real Heroes,6BRC9CRjlFOFyQFieoUDJu,17,0.817,0.5,152547.0,0.887,0.0,F,0.946,-8.447,Minor,0.939,109.965,5/4,0.279
Ska,Los Fabulosos Cadillacs,Carnaval Toda La Vida - Remasterizado 2008,1ymdiBKBQ1BH3lUClFVhOP,45,0.0247,0.521,364173.0,0.968,1.49e-06,D,0.312,-6.011,Major,0.057,108.714,4/4,0.718
Rap,Fuel,Hemorrhage (In My Hands),3E8eSqBoqLs8ELbrK3NJHs,61,0.000142,0.315,237347.0,0.829,0.00077,C#,0.217,-4.117,Major,0.0422,152.135,4/4,0.34
R&B,Spencer.,bbybbybby,4Ga3ytOmuW0oeTEo7rC4mV,39,0.00315,0.552,64857.0,0.729,0.0,A,0.479,-7.107,Minor,0.0462,105.117,4/4,0.805
Anime,Ling tosite sigure,Serial Number of Turbo,3PE3AoZ0vj7LdN03kKDfzO,16,0.186,0.554,258507.0,0.816,0.000899,G,0.389,-5.853,Minor,0.0397,143.915,4/4,0.693
R&B,LION BABE,Rockets (Remix),5gLqjUtSr9QSgwTqIEcBVu,42,0.00326,0.843,211102.0,0.653,0.00572,D#,0.115,-7.12,Minor,0.0793,127.996,4/4,0.964
Electronic,Thievery Corporation,All That We Perceive,50b1SWqzBcwIpBropLMh0o,48,0.0253,0.698,226133.0,0.832,0.947,F,0.0812,-6.473,Minor,0.0343,90.479,4/4,0.951
Reggaeton,Hector & Tito,Ellos Tiran,3NRWNmWxQyhxpsqJCIDZVd,21,0.0261,0.783,174000.0,0.46,0.000171,D,0.117,-15.126,Major,0.202,109.681,4/4,0.786
Rock,The Strokes,Tap Out,2ThdB23G9Rgf1ExndFGEEg,56,0.0176,0.737,222360.0,0.745,0.381,A,0.306,-5.944,Major,0.0351,115.989,4/4,0.629
Opera,Adolphe Adam,Giselle: Variation I,3MUGq4SIjWtL4Nt18Yokd0,12,0.927,0.462,54107.0,0.246,0.862,D#,0.0757,-17.324,Major,0.0346,93.203,4/4,0.668
Rap,Roy Woods,Monday to Monday,52ztI2AthLbmFHyGE3CzSl,57,0.61,0.618,272675.0,0.589,0.0,F#,0.188,-6.753,Minor,0.0388,77.471,4/4,0.453
Electronic,Björk,Unison,1t9us2hggVqmnyWz7uG54y,38,0.385,0.536,405760.0,0.511,0.0377,F,0.165,-11.019,Major,0.0484,147.879,4/4,0.217
Children's Music,Children Songs Company,A Great and Mighty Wonder,6ZMt4DEBbeoj4GbqSvj8el,0,0.995,0.866,227253.0,0.169,0.966,F,0.0939,-12.019,Major,0.216,100.009,4/4,0.843
R&B,The Internet,Sunset,0yIUV22RiuBmcdPQHIFNsX,47,0.206,0.681,245773.0,0.511,0.251,F#,0.159,-14.149,Minor,0.0597,165.968,4/4,0.636
R&B,Jacquees,Before The Fame,7MgWIFAisAvVwUAKZsNM7t,55,0.0112,0.83,220480.0,0.65,0.0,G#,0.0938,-5.074,Major,0.116,140.004,5/4,0.104
Electronic,Stereolab,Rainbo Conversation,0nzF6zVEEVzSvBIIQXMr1t,38,0.00422,0.489,286347.0,0.672,0.272,F#,0.108,-10.34,Minor,0.0294,94.905,5/4,0.699
R&B,DeJ Loaf,Deeper,1R1xwAarIlfIanX27mqQPC,47,0.087,0.615,181081.0,0.585,0.0,F#,0.145,-6.313,Minor,0.0663,128.075,4/4,0.282
Soundtrack,Hans Zimmer,Portrait of Mom,0D3J2SJrmHmRMeuaHieHq3,37,0.953,0.0979,108707.0,0.00956,0.938,D#,0.318,-34.311,Major,0.0388,71.729,4/4,0.071
Movie,Chantal Goya,L’été en plus,6dWV3NxtbQM34AqLXfXlbM,1,0.661,0.64,175800.0,0.701,0.0,C,0.0859,-6.62,Major,0.0325,128.81,4/4,0.777
Hip-Hop,YONAS,All Rise,5Ilj394YTm5uzAcFquBKFj,56,0.114,0.749,211448.0,0.689,0.0,B,0.0818,-7.092,Minor,0.0571,105.993,4/4,0.378
Jazz,Cafe Jazz Deluxe,Java Jazz Chill Out,2TlaVAt4UlbClbF3RsAVKs,38,0.978,0.452,64168.0,0.0785,0.914,A,0.106,-23.385,Minor,0.0764,201.773,4/4,0.588
Country,Darius Rucker,Straight To Hell - Full Length Version,390e32GgRYSICVNb6dH0Co,40,0.0662,0.596,335467.0,0.79,0.0,F,0.799,-4.505,Major,0.0317,115.105,4/4,0.516
Classical,Frédéric Chopin,"Polonaises, Op. 40: No. 2 in C Minor",6hPmLKA6lSYcEziWXdF37r,27,0.991,0.278,357973.0,0.0115,0.938,G#,0.0935,-33.453,Major,0.0514,86.552,4/4,0.0925
Pop,Kelly Clarkson,Because of You,3f3omU8n47Mqyab5nCaGyT,75,0.254,0.583,219493.0,0.584,0.0,F,0.123,-5.362,Minor,0.0314,140.039,4/4,0.136
Anime,Hironobu Kageyama,僕達は天使だった - LIVE,2TK6LotqeloX6REz7cH3Fr,26,0.129,0.471,242560.0,0.872,0.0,F#,0.87,-6.784,Minor,0.0436,147.684,4/4,0.638
Jazz,Charles Mingus,Boogie Stop Shuffle,11cHTwgw5L3qrNcv5Ugv0O,42,0.387,0.574,298960.0,0.541,0.00183,A#,0.301,-12.369,Minor,0.0566,129.335,4/4,0.679
Rock,Hannah Kerr,Split the Sea,6VWwx9RvQadw4APUH0YrpR,56,0.244,0.531,209507.0,0.711,0.0,F,0.163,-4.874,Major,0.0583,149.645,4/4,0.291
Indie,SBTRKT,Hold On,3vlVbJmvSm3x5Hqmnzh8HI,61,0.229,0.768,206600.0,0.393,0.375,C,0.0923,-11.737,Major,0.0399,131.989,5/4,0.442
Jazz,Ricardo Ray,Cabo E,4pd0hjYcDS29NhJRI1CpGN,45,0.837,0.549,256773.0,0.758,0.000135,A#,0.166,-6.62,Major,0.0363,112.435,4/4,0.758
Hip-Hop,Eminem,Guilty Conscience,6da04YB906XonC6IQNC44u,68,0.0527,0.66,199333.0,0.789,0.0,G,0.341,-5.143,Major,0.364,182.218,4/4,0.513
Blues,Susan Tedeschi,You Got The Silver,5jQPaMjSWpFOMx8BVUOtpM,38,0.684,0.446,171600.0,0.463,0.00177,E,0.163,-7.437,Major,0.045,97.19,4/4,0.565
Alternative,Snoh Aalegra,Time,2mYE3xqnyusAvcaFCv05BX,50,0.963,0.42,224066.0,0.224,0.0,C#,0.109,-6.994,Major,0.0384,97.749,4/4,0.114
Rap,The Script,Nothing,0c3yfC8zMRJGvmqphczhZb,58,0.00369,0.473,272213.0,0.833,0.0,D,0.118,-5.013,Major,0.039,157.012,4/4,0.503
R&B,K. Forest,Link,39rXkJODYf96r2GBjgOEgK,43,0.61,0.866,203912.0,0.566,2.16e-06,C,0.106,-6.549,Major,0.0809,145.96,4/4,0.486
Children’s Music,Gorillaz,We Got The Power (feat. Jehnny Beth),7hQ0ojbeqicGhw0wdUVeaN,55,0.228,0.507,139560.0,0.985,3.31e-05,C,0.19,-2.392,Major,0.153,150.059,4/4,0.394
Jazz,Kamasi Washington,Can You Hear Him,4DFhsqrWFcdn7hciEc2KVu,34,0.291,0.339,534752.0,0.911,0.928,G,0.0896,-6.393,Minor,0.142,125.479,4/4,0.441
Hip-Hop,Kid Cudi,By Design,5FxVTEpoBress37MmlMhbZ,62,0.0599,0.756,257053.0,0.853,0.000562,A,0.115,-5.92,Minor,0.0525,100.004,4/4,0.419
Blues,Little Feat,On Your Way Down,7ucjEBSxx5sI46redS5a6v,40,0.347,0.633,334600.0,0.409,0.617,F,0.0602,-15.824,Minor,0.0324,122.104,4/4,0.732
Rap,21 Savage,a&t,6ho88pvz4c8WCSFbdVXNia,72,0.00169,0.924,211588.0,0.567,0.0,F,0.0898,-5.009,Major,0.0964,146.975,4/4,0.827
Hip-Hop,Kodak Black,Hollyhood,54bM3ODmQGj07tLM24lhkV,55,0.416,0.797,190093.0,0.371,0.0,F,0.134,-7.713,Minor,0.278,115.046,4/4,0.284
Alternative,Queens of the Stone Age,Feel Good Hit Of The Summer,7qTZ3NYt0p2Bdyaq4YS6UL,43,0.0172,0.33,163627.0,0.922,0.000125,B,0.358,-5.632,Major,0.172,164.873,4/4,0.526
Indie,Smallpools,Beggar,4iV12e14s7hzMEkFAkgeV2,43,0.0912,0.463,178667.0,0.833,2.35e-05,F,0.342,-4.097,Minor,0.177,149.788,4/4,0.439
Reggae,Gappy Ranks,Heaven In Her Eyes,4X7kYRz7nxWn8traD6Mrda,51,0.0122,0.877,227800.0,0.557,0.000468,C,0.101,-4.834,Major,0.0485,85.01,4/4,0.625
R&B,Chris Brown,Till I Die,5uFefoX4Nvwdt4XIQRIUEO,47,0.0316,0.719,236867.0,0.81,0.0,B,0.318,-5.449,Major,0.147,144.038,4/4,0.24
Folk,Galaxie 500,Isn't It A Pity,4JyGEgUGVkiszOv2caAYlm,50,0.357,0.276,314360.0,0.615,0.878,A,0.154,-7.249,Minor,0.0303,83.414,4/4,0.336
Anime,164,Time Machine,7t5P9LwEX66lySUwevEaOy,20,0.00725,0.599,248374.0,0.922,2.66e-05,G#,0.107,-4.056,Major,0.0404,126.045,4/4,0.716
Ska,Stacked Like Pancakes,Dreamcatcher,5EcwkzTe649NhX3GzN7kNK,32,0.119,0.654,254720.0,0.784,0.00015,D,0.305,-8.834,Major,0.04,161.025,4/4,0.769
Soundtrack,Jóhann Jóhannsson,First Encounter,7Et10xE2nh3VG94O1948Zh,45,0.926,0.199,289549.0,0.00428,0.964,G,0.0952,-20.825,Major,0.037,57.543,4/4,0.0287
Reggae,Tribal Seeds,Creator - Original,2xWIIJNgSsihppthi07lRR,26,0.102,0.794,198013.0,0.459,0.00112,C#,0.0723,-13.105,Minor,0.053,136.065,4/4,0.888
Children’s Music,Jason Isbell and the 400 Unit,Last of My Kind,36e7JUxXMV4mO4ZJWjBuSa,54,0.332,0.488,262406.0,0.282,6.05e-05,A,0.105,-15.105,Major,0.0333,81.775,4/4,0.522
Comedy,Christopher Titus,Mideast Women,2IOC5pqAmUQlpHROSHsq7o,20,0.796,0.574,152053.0,0.904,0.0,D#,0.704,-7.611,Minor,0.926,83.995,1/4,0.645
Indie,Missy & Blonde,Stay,3SHg4VamqiJkGSU5o4zEaD,67,0.766,0.37,178203.0,0.318,0.0,B,0.307,-6.524,Minor,0.0339,173.521,4/4,0.47
Children’s Music,Belmont,Hollowed Out,4CWjQEhbevdT7rGVWVALmj,46,2.42e-05,0.586,180867.0,0.969,3.86e-05,C#,0.13,-2.56,Major,0.0964,108.012,4/4,0.485
Rap,Jeremih,Woosah,2LkLJhskz3IJZFQHAbmgmt,55,0.433,0.621,329507.0,0.321,0.0,A,0.103,-11.917,Minor,0.718,178.325,3/4,0.323
Rock,Muse,Supermassive Black Hole,3lPr8ghNDBLc2uZovNyLs9,74,0.0492,0.668,212440.0,0.921,0.00517,G,0.0877,-3.727,Major,0.0439,120.0,4/4,0.782
Blues,Warren Haynes,I'll Be The One,4ilyYKJ5w1pjVrNt8A6MMF,29,0.818,0.541,303667.0,0.338,3.69e-06,G,0.718,-9.526,Major,0.0377,80.484,4/4,0.298
Folk,Billy Bragg,California Stars,38paDDziQ57k1f4VfKTeGk,63,0.422,0.622,298533.0,0.736,1.18e-05,A,0.0829,-9.229,Major,0.0292,110.24,4/4,0.723
Reggaeton,Hector & Tito,Ay Amor - Reggaeton,0uJrYOhFXe4Y86JXPPMqt1,41,0.195,0.576,234773.0,0.783,1.42e-05,A,0.106,-4.607,Major,0.0792,89.879,4/4,0.634
Comedy,Dan Cummins,Three Rabbits Meet the Real World,6HNZu8gUmNaUyijxvIciWk,26,0.913,0.538,552413.0,0.36,0.0,F#,0.923,-18.859,Major,0.954,61.107,3/4,0.394
Folk,The National,Peggy-O,2h0L6HcKZLpzEabxqQD8nH,51,0.636,0.528,335288.0,0.553,0.871,A,0.149,-13.786,Major,0.0435,118.938,4/4,0.202
Blues,Kenny Wayne Shepherd,Anywhere The Wind Blows,5aPbl1BcU5htJvNzOBoTMr,26,0.0934,0.428,329427.0,0.805,3.92e-05,G,0.146,-5.667,Major,0.0387,145.908,4/4,0.26
Ska,Face To Face,Double Crossed,6sBjF1FTTi7HzLhkzQ0Dau,32,0.000167,0.395,169307.0,0.968,1.73e-05,C,0.184,-5.438,Major,0.103,197.011,4/4,0.656
Movie,Henri Salvador,Prends Moi Dans Tes Bras,1v2HhpbBZBA094VNyg4OUP,0,0.98,0.279,156293.0,0.18,0.00252,D,0.166,-12.851,Major,0.0324,84.859,4/4,0.241
Opera,Gaetano Donizetti,Linda di Chamounix: O luce di quest'anima,4Q75Y3tDdEsjyVLaAAURWX,6,0.945,0.514,198163.0,0.158,0.168,C#,0.107,-17.035,Major,0.212,92.552,4/4,0.369
Reggae,Ana Tijoux,Creo en Ti,6Ubz6F0BwkiSk0b1qfXUjl,47,0.0599,0.746,240568.0,0.578,1.69e-05,E,0.145,-7.322,Minor,0.206,91.984,4/4,0.674
Ska,Stiff Little Fingers,Bloody Sunday,10PIn5YTSnHm6AZA6CmdkO,26,0.000487,0.551,204600.0,0.823,0.00237,B,0.0627,-9.145,Minor,0.0762,108.963,4/4,0.927
Hip-Hop,Nicky Jam,Hasta el Amanecer,5Fim1gaXBgsiFfsQAfQSDS,74,0.282,0.832,198707.0,0.608,0.0,F#,0.0761,-6.042,Minor,0.0385,94.013,4/4,0.589
Folk,Spoon,I Summon You,2DZTBHqWQzpfcvesy7X331,45,0.0877,0.812,235560.0,0.725,0.000302,E,0.115,-5.789,Minor,0.0695,128.091,4/4,0.957
Blues,The Impressions,People Get Ready,6AeG6jSoAVbmUFO6LyYmBf,57,0.894,0.414,163360.0,0.249,8.37e-06,C#,0.188,-12.674,Major,0.0369,142.442,3/4,0.341
